FilePath	IFD0:ImageDescription	XMP-iptcExt:ArtworkContentDescription	XMP-iptcExt:PersonInImage	XMP-dc:Subject	XMP-dc:Description	XMP-dc:Creator	XMP-photoshop:CaptionWriter	XMP-photoshop:City	XMP-photoshop:State	XMP-photoshop:Country	XMP-iptcCore:Location	XMP-iptcCore:CountryCode	XMP-iptcCore:SubjectCode	XMP-iptcCore:ExtDescrAccessibility	XMP-lr:HierarchicalSubject	IPTC:CodedCharacterSet	IPTC:ApplicationRecordVersion	IPTC:Keywords	IPTC:City	IPTC:Sub-location	IPTC:Province-State	IPTC:Country-PrimaryLocationCode	IPTC:Country-PrimaryLocationName	IPTC:Caption-Abstract	IPTC:Writer-Editor
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P15_S02.tif					Europe (1985) - Book 01, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P16_S01.tif					Europe (1985) - Book 01, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P16_S02.tif					Europe (1985) - Book 01, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P17_S01.tif					Europe (1985) - Book 01, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P17_S02.tif					Europe (1985) - Book 01, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P18_S01.tif					Europe (1985) - Book 01, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P18_S02.tif					Europe (1985) - Book 01, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P19_S01.tif					Europe (1985) - Book 01, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P19_S02.tif					Europe (1985) - Book 01, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P20_S01.tif					Europe (1985) - Book 01, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P20_S02.tif					Europe (1985) - Book 01, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P21_S01.tif					Europe (1985) - Book 01, Page 21, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P21_S02.tif					Europe (1985) - Book 01, Page 21, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P22_S01.tif					Europe (1985) - Book 01, Page 22, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P22_S02.tif					Europe (1985) - Book 01, Page 22, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P23_S01.tif					Europe (1985) - Book 01, Page 23, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P23_S02.tif					Europe (1985) - Book 01, Page 23, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P24_S01.tif					Europe (1985) - Book 01, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P24_S02.tif					Europe (1985) - Book 01, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P25_S01.tif					Europe (1985) - Book 01, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P25_S02.tif					Europe (1985) - Book 01, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P26_S01.tif					Europe (1985) - Book 01, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P26_S02.tif					Europe (1985) - Book 01, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P27_S01.tif					Europe (1985) - Book 01, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P27_S02.tif					Europe (1985) - Book 01, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P28_S01.tif					Europe (1985) - Book 01, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P28_S02.tif					Europe (1985) - Book 01, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P29_S01.tif					Europe (1985) - Book 01, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P29_S02.tif					Europe (1985) - Book 01, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P30_S01.tif					Europe (1985) - Book 01, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P30_S02.tif					Europe (1985) - Book 01, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P31_S01.tif					Europe (1985) - Book 01, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P31_S02.tif					Europe (1985) - Book 01, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P32_S01.tif					Europe (1985) - Book 01, Page 32, Scan S01 of 3 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P32_S02.tif					Europe (1985) - Book 01, Page 32, Scan S02 of 3 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P32_S03.tif					Europe (1985) - Book 01, Page 32, Scan S03 of 3 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P33_S01.tif					Europe (1985) - Book 01, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P33_S02.tif					Europe (1985) - Book 01, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P34_S01.tif					Europe (1985) - Book 01, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P34_S02.tif					Europe (1985) - Book 01, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P35_S01.tif					Europe (1985) - Book 01, Page 35, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P35_S02.tif					Europe (1985) - Book 01, Page 35, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P36_S01.tif					Europe (1985) - Book 01, Page 36, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P36_S02.tif					Europe (1985) - Book 01, Page 36, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P37_S01.tif					Europe (1985) - Book 01, Page 37, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B01_Archive\Europe_1985_B01_P37_S02.tif					Europe (1985) - Book 01, Page 37, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P01_D01_01.jpg					Europe (1985) - Book 02, Page 01, Derived D01_01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P01_D01_02.jpg					Europe (1985) - Book 02, Page 01, Derived D01_02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P01_S01.tif					Europe (1985) - Book 02, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P02_S01.tif					Europe (1985) - Book 02, Page 02, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P02_S02.tif					Europe (1985) - Book 02, Page 02, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P03_S01.tif					Europe (1985) - Book 02, Page 03, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P03_S02.tif					Europe (1985) - Book 02, Page 03, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P04_S01.tif					Europe (1985) - Book 02, Page 04, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P04_S02.tif					Europe (1985) - Book 02, Page 04, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P05_S01.tif					Europe (1985) - Book 02, Page 05, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P05_S02.tif					Europe (1985) - Book 02, Page 05, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P06_S01.tif					Europe (1985) - Book 02, Page 06, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P06_S02.tif					Europe (1985) - Book 02, Page 06, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P07_S01.tif					Europe (1985) - Book 02, Page 07, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P07_S02.tif					Europe (1985) - Book 02, Page 07, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P08_S01.tif					Europe (1985) - Book 02, Page 08, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P08_S02.tif					Europe (1985) - Book 02, Page 08, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P09_S01.tif					Europe (1985) - Book 02, Page 09, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P09_S02.tif					Europe (1985) - Book 02, Page 09, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P10_S01.tif					Europe (1985) - Book 02, Page 10, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P10_S02.tif					Europe (1985) - Book 02, Page 10, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P11_S01.tif					Europe (1985) - Book 02, Page 11, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P11_S02.tif					Europe (1985) - Book 02, Page 11, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P12_S01.tif					Europe (1985) - Book 02, Page 12, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P12_S02.tif					Europe (1985) - Book 02, Page 12, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P13_S01.tif					Europe (1985) - Book 02, Page 13, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P13_S02.tif					Europe (1985) - Book 02, Page 13, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P14_S01.tif					Europe (1985) - Book 02, Page 14, Scan S01 of 3 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P14_S02.tif					Europe (1985) - Book 02, Page 14, Scan S02 of 3 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P14_S03.tif					Europe (1985) - Book 02, Page 14, Scan S03 of 3 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P15_S01.tif					Europe (1985) - Book 02, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P15_S02.tif					Europe (1985) - Book 02, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P16_S01.tif					Europe (1985) - Book 02, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P16_S02.tif					Europe (1985) - Book 02, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P17_S01.tif					Europe (1985) - Book 02, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P17_S02.tif					Europe (1985) - Book 02, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P18_S01.tif					Europe (1985) - Book 02, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P18_S02.tif					Europe (1985) - Book 02, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P19_S01.tif					Europe (1985) - Book 02, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P19_S02.tif					Europe (1985) - Book 02, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P20_S01.tif					Europe (1985) - Book 02, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P20_S02.tif					Europe (1985) - Book 02, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P21_S01.tif					Europe (1985) - Book 02, Page 21, Scan S01 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\Europe_1985_B02_P21_S02.tif					Europe (1985) - Book 02, Page 21, Scan S02 of 2 total	Audrey D. Cordell												"[""Europe""]"							
Photo Albums\Europe_1985_B02_Archive\SouthAmerica_1986_B00_P38_D01_01.jpg					SouthAmerica (1986) - Book 00, Page 38, Derived D01_01 of 1 total	Audrey D. Cordell												"[""South America""]"							
Photo Albums\Family_1907-1946_B01_Archive\Family_1907-1946_B01_P01_S01.tif					Family (1907-1946) - Book 01, Page 01, Scan S01 of 1 total	Audrey D. Cordell	Audrey Dean Cordell						"[""""]"			UTF8	4	"[""Family""]"						Family Album Book 1 1907 to 1946	Audrey Dean Cordell
Photo Albums\Family_1907-1946_B01_Archive\Family_1907-1946_B01_P02_D01_01.tif	MY FATHER WITH HIS THREE SISTERS OLIVER FOSTER DENNISON BORN SEPT.23, 1879, ALICE MARGUERITE-MARY ADELIA-ETHIE GILBERT			"[""Gilbert Dennison"", ""Ethie Dennison"", ""Adelia Dennison"", ""Mary Dennison"", ""Marguerite Dennison"", ""Alice Dennison"", ""Oliver Foster Dennison"", ""Family""]"	Family (1907-1946) - Book 01, Page 02, Derived D01_01 of 2 total	Audrey D. Cordell	Audrey D. Cordell			England		GBR	"[""""]"		"[""Gilbert"", ""Ethie"", ""Adelia"", ""Mary"", ""Marguerite"", ""Alice"", ""Dennison"", ""Foster"", ""Oliver"", ""Photographs|Family\n""]"	UTF8	4	"[""Gilbert Dennison"", ""Ethie Dennison"", ""Adelia Dennison"", ""Mary Dennison"", ""Marguerite Dennison"", ""Alice Dennison"", ""Oliver Foster Dennison"", ""Family""]"				GBR	England	MY FATHER WITH HIS THREE SISTERS OLIVER FOSTER DENNISON BORN SEPT.23, 1879, ALICE MARGUERITE-MARY ADELIA-ETHIE GILBERT	Audrey D. Cordell
Photo Albums\Family_1907-1946_B01_Archive\Family_1907-1946_B01_P02_D01_02.jpg	MY FATHER WITH HIS THREE SISTERS OLIVER FOSTER DENNISON BORN SEPT.23, 1879, ALICE MARGUERITE-MARY ADELIA-ETHIE GILBERT			"[""Gilbert Dennison"", ""Ethie Dennison"", ""Adelia Dennison"", ""Mary Dennison"", ""Marguerite Dennison"", ""Alice Dennison"", ""Oliver Foster Dennison"", ""Family""]"	Family (1907-1946) - Book 01, Page 02, Derived D01_02 of 2 total	Audrey D. Cordell	Audrey D. Cordell			England		GBR	"[""""]"		"[""Photographs|Family\n"", ""Gilbert"", ""Ethie"", ""Adelia"", ""Mary"", ""Marguerite"", ""Alice"", ""Dennison"", ""Foster"", ""Oliver""]"	UTF8	4	"[""Gilbert Dennison"", ""Ethie Dennison"", ""Adelia Dennison"", ""Mary Dennison"", ""Marguerite Dennison"", ""Alice Dennison"", ""Oliver Foster Dennison"", ""Family""]"				GBR	England	MY FATHER WITH HIS THREE SISTERS OLIVER FOSTER DENNISON BORN SEPT.23, 1879, ALICE MARGUERITE-MARY ADELIA-ETHIE GILBERT	Audrey D. Cordell
