FilePath	IFD0:ImageDescription	XMP-iptcExt:ArtworkContentDescription	XMP-iptcExt:PersonInImage	XMP-dc:Subject	XMP-dc:Description	XMP-dc:Creator	XMP-photoshop:CaptionWriter	XMP-photoshop:City	XMP-photoshop:State	XMP-photoshop:Country	XMP-iptcCore:Location	XMP-iptcCore:CountryCode	XMP-iptcCore:SubjectCode	XMP-iptcCore:ExtDescrAccessibility	XMP-lr:HierarchicalSubject	IPTC:CodedCharacterSet	IPTC:ApplicationRecordVersion	IPTC:Keywords	IPTC:City	IPTC:Sub-location	IPTC:Province-State	IPTC:Country-PrimaryLocationCode	IPTC:Country-PrimaryLocationName	IPTC:Caption-Abstract	IPTC:Writer-Editor
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P14_S02.tif					Orient (1974) - Book 00, Page 14, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P15_S01.tif					Orient (1974) - Book 00, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P15_S02.tif					Orient (1974) - Book 00, Page 15, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P16_S01.tif					Orient (1974) - Book 00, Page 16, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P16_S02.tif					Orient (1974) - Book 00, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P17_S01.tif					Orient (1974) - Book 00, Page 17, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P17_S02.tif					Orient (1974) - Book 00, Page 17, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P18_S01.tif					Orient (1974) - Book 00, Page 18, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P18_S02.tif					Orient (1974) - Book 00, Page 18, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P19_S01.tif					Orient (1974) - Book 00, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P19_S02.tif					Orient (1974) - Book 00, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P20_S01.tif					Orient (1974) - Book 00, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P20_S02.tif					Orient (1974) - Book 00, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P21_S01.tif					Orient (1974) - Book 00, Page 21, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P21_S02.tif					Orient (1974) - Book 00, Page 21, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P22_S01.tif					Orient (1974) - Book 00, Page 22, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P22_S02.tif					Orient (1974) - Book 00, Page 22, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P23_D01_01.tif				"[""Audrey Cordell"", ""Leslie Cordell"", ""Dolores Cordell""]"	Orient (1974) - Book 00, Page 23, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Leslie Cordell"", ""Dolores Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P23_S01.tif					Orient (1974) - Book 00, Page 23, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P23_S02.tif					Orient (1974) - Book 00, Page 23, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P24_S01.tif					Orient (1974) - Book 00, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P24_S02.tif					Orient (1974) - Book 00, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P25_S01.tif					Orient (1974) - Book 00, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P25_S02.tif					Orient (1974) - Book 00, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P26_D01_01.tif					Orient (1974) - Book 00, Page 26, Derived D01_01 of 1 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P26_S01.tif					Orient (1974) - Book 00, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P26_S02.tif					Orient (1974) - Book 00, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P27_S01.tif					Orient (1974) - Book 00, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P27_S02.tif					Orient (1974) - Book 00, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P28_S01.tif					Orient (1974) - Book 00, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P28_S02.tif					Orient (1974) - Book 00, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P29_S01.tif	Orient (1974) - Book 00, Page 29 of 46, Scan S01 of 2 total			"[""Dolores Cordell"", ""Pool"", ""Imperial Hotel"", ""Flaoting Market Bangkok"", ""Bananas"", 1974, ""Mariam"", ""Bangkok""]"	Orient (1974) - Book 00, Page 29, Scan S01 of 2 total	Audrey D. Cordell										UTF8	4	"[""Dolores Cordell"", ""Pool"", ""Imperial Hotel"", ""Flaoting Market Bangkok"", ""Bananas"", 1974, ""Mariam"", ""Bangkok"", ""Orient""]"						Orient (1974) - Book 00, Page 29 of 46, Scan S01 of 2 total	
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P29_S02.tif	Orient (1974) - Book 00, Page 29 of 46, Scan S02 of 2 total			"[""Dolores Cordell"", ""Pool"", ""Imperial Hotel"", ""Flaoting Market Bangkok"", ""Bananas"", 1974, ""Mariam"", ""Bangkok""]"	Orient (1974) - Book 00, Page 29, Scan S02 of 2 total	Audrey D. Cordell										UTF8	4	"[""Dolores Cordell"", ""Pool"", ""Imperial Hotel"", ""Flaoting Market Bangkok"", ""Bananas"", 1974, ""Mariam"", ""Bangkok"", ""Orient""]"						Orient (1974) - Book 00, Page 29 of 46, Scan S02 of 2 total	
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P30_S01.tif					Orient (1974) - Book 00, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P30_S02.tif					Orient (1974) - Book 00, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P31_S01.tif					Orient (1974) - Book 00, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P31_S02.tif					Orient (1974) - Book 00, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P32_S01.tif					Orient (1974) - Book 00, Page 32, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P32_S02.tif					Orient (1974) - Book 00, Page 32, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P33_S01.tif					Orient (1974) - Book 00, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P33_S02.tif					Orient (1974) - Book 00, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P34_D01_01.tif				"[""Audrey Cordell"", ""Leslie Cordell"", ""Dolores Cordell""]"	Orient (1974) - Book 00, Page 34, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Leslie Cordell"", ""Dolores Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P34_S01.tif					Orient (1974) - Book 00, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P34_S02.tif					Orient (1974) - Book 00, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P35_S01.tif					Orient (1974) - Book 00, Page 35, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P35_S02.tif					Orient (1974) - Book 00, Page 35, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P36_S01.tif					Orient (1974) - Book 00, Page 36, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P36_S02.tif					Orient (1974) - Book 00, Page 36, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P37_S01.tif					Orient (1974) - Book 00, Page 37, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P37_S02.tif					Orient (1974) - Book 00, Page 37, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P38_S01.tif					Orient (1974) - Book 00, Page 38, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P38_S02.tif					Orient (1974) - Book 00, Page 38, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P39_D01_01.tif				"[""Audrey Cordell"", ""Leslie Cordell""]"	Orient (1974) - Book 00, Page 39, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Leslie Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P39_D02_01.tif				"[""Dolores Cordell""]"	Orient (1974) - Book 00, Page 39, Derived D02_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Dolores Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P39_S01.tif					Orient (1974) - Book 00, Page 39, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P39_S02.tif					Orient (1974) - Book 00, Page 39, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P40_D01_01.tif				"[""Audrey Cordell"", ""Dolores Cordell""]"	Orient (1974) - Book 00, Page 40, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P40_D02_01.tif				"[""Audrey Cordell"", ""Leslie Cordell""]"	Orient (1974) - Book 00, Page 40, Derived D02_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Leslie Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P40_D03_01.tif				"[""Audrey Cordell"", ""Dolores Cordell""]"	Orient (1974) - Book 00, Page 40, Derived D03_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P40_S01.tif					Orient (1974) - Book 00, Page 40, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P40_S02.tif					Orient (1974) - Book 00, Page 40, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P41_D01_01.tif				"[""Red China"", ""China Border""]"	Orient (1974) - Book 00, Page 41, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Red China"", ""China Border"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P41_D02_01.tif				"[""Red China"", ""China Border""]"	Orient (1974) - Book 00, Page 41, Derived D02_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Red China"", ""China Border"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P41_D03_01.tif				"[""Dolores Cordell"", ""China Border""]"	Orient (1974) - Book 00, Page 41, Derived D03_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Dolores Cordell"", ""China Border"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P41_S01.tif					Orient (1974) - Book 00, Page 41, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P41_S02.tif					Orient (1974) - Book 00, Page 41, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P42_D01_01.tif				"[""Audrey Cordell""]"	Orient (1974) - Book 00, Page 42, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P42_S01.tif					Orient (1974) - Book 00, Page 42, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P42_S02.tif					Orient (1974) - Book 00, Page 42, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P43_S01.tif					Orient (1974) - Book 00, Page 43, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P43_S02.tif					Orient (1974) - Book 00, Page 43, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P44_D01_01.tif				"[""Audrey Cordell"", ""Dolores Cordell"", ""Leslie Cordell""]"	Orient (1974) - Book 00, Page 44, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Leslie Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P44_D02_01.tif				"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John""]"	Orient (1974) - Book 00, Page 44, Derived D02_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P44_S01.tif					Orient (1974) - Book 00, Page 44, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P44_S02.tif					Orient (1974) - Book 00, Page 44, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P45_S01.tif					Orient (1974) - Book 00, Page 45, Scan S01 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P45_S02.tif					Orient (1974) - Book 00, Page 45, Scan S02 of 2 total	Audrey D. Cordell												"[""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P46_D01_01.tif				"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John""]"	Orient (1974) - Book 00, Page 46, Derived D01_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P46_D02_01.tif				"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Leslie Cordell""]"	Orient (1974) - Book 00, Page 46, Derived D02_01 of 1 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Leslie Cordell"", ""Orient""]"							
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P46_S01.tif	Orient (1974) - Book 00, Page 46 of 46, Scan S01 of 2 total			"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Leslie Cordell""]"	Orient (1974) - Book 00, Page 46, Scan S01 of 2 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Leslie Cordell"", ""Orient""]"						Orient (1974) - Book 00, Page 46 of 46, Scan S01 of 2 total	
Photo Albums\Orient_1974_B00_Archive\Orient_1974_B00_P46_S02.tif	Orient (1974) - Book 00, Page 46 of 46, Scan S02 of 2 total			"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Leslie Cordell""]"	Orient (1974) - Book 00, Page 46, Scan S02 of 2 total	Audrey D. Cordell										UTF8	4	"[""Audrey Cordell"", ""Dolores Cordell"", ""Miriam"", ""John"", ""Leslie Cordell"", ""Orient""]"						Orient (1974) - Book 00, Page 46 of 46, Scan S02 of 2 total	
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P01_D01_01.jpg					PanamaCanalMexico (1987) - Book 00, Page 01, Derived D01_01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P01_D01_02.jpg					PanamaCanalMexico (1987) - Book 00, Page 01, Derived D01_02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P01_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P02_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 02, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P02_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 02, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P03_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 03, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P03_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 03, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P04_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 04, Scan S01 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P04_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 04, Scan S02 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P04_S03.tif					PanamaCanalMexico (1987) - Book 00, Page 04, Scan S03 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P05_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 05, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P05_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 05, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P06_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 06, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P06_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 06, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P07_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 07, Scan S01 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P07_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 07, Scan S02 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P07_S03.tif					PanamaCanalMexico (1987) - Book 00, Page 07, Scan S03 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P08_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 08, Scan S01 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P08_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 08, Scan S02 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P08_S03.tif					PanamaCanalMexico (1987) - Book 00, Page 08, Scan S03 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P09_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 09, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P09_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 09, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P10_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 10, Scan S01 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P10_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 10, Scan S02 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P10_S03.tif					PanamaCanalMexico (1987) - Book 00, Page 10, Scan S03 of 3 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P11_D01_01.tif					PanamaCanalMexico (1987) - Book 00, Page 11, Derived D01_01 of 1 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P11_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 11, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P11_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 11, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P12_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 12, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P12_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 12, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P13_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 13, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P13_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 13, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P14_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 14, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P14_S02.tif					PanamaCanalMexico (1987) - Book 00, Page 14, Scan S02 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
Photo Albums\PanamaCanalMexico_1987_B00_Archive\PanamaCanalMexico_1987_B00_P15_S01.tif					PanamaCanalMexico (1987) - Book 00, Page 15, Scan S01 of 2 total	Audrey D. Cordell												"[""Panama Canal"", ""Mexico""]"							
